Date,Value,Daily Return,Total Return,adjclose,IVV Daily Return,IVV Total Return
2022-02-01,924785.4494013786,0.01899556514184675,-0.07521455059862137,453.3841857910156,0.006906255773625469,-0.04633217248541366
2022-02-02,890263.5030560493,-0.037329681568493145,-0.1097364969439506,457.7397155761719,0.009606708662670327,-0.037170563505519394
2022-02-03,862531.8990902901,-0.031149883007181245,-0.13746810090970996,447.114990234375,-0.023211281390392746,-0.05951906848694599
2022-02-04,874242.244863987,0.013576710364043176,-0.12575775513601306,449.3575439453125,0.005015608422705764,-0.05480198440545514
2022-02-07,854133.6410796642,-0.0230011806252296,-0.14586635892033573,447.7628479003906,-0.003548835590742705,-0.05815633676349641
2022-02-08,899975.3552331924,0.05367042339601813,-0.1000246447668075,451.3210144042969,0.007946542507023313,-0.050671936058617084
2022-02-09,946654.0566897392,0.051866644108773174,-0.05334594331026077,457.9789123535156,0.014752022920994756,-0.03666742669981027
2022-02-10,941680.9993271828,-0.00525329958437637,-0.058319000672817256,449.88580322265625,-0.01767135759432581,-0.05369082108486001
2022-02-11,902390.427221775,-0.041723866291748735,-0.0976095727782249,440.88568115234375,-0.02000534803686216,-0.07262206555953465
2022-02-14,897174.0702786446,-0.005780598714007046,-0.1028259297213554,439.450439453125,-0.0032553602001031967,-0.07564101477776608
2022-02-15,942924.3283119202,0.05099373638726146,-0.05707567168807981,446.5169677734375,0.016080376046742506,-0.0607769746932072
2022-02-16,935248.6444416046,-0.008140296776579126,-0.0647513555583954,447.0252990722656,0.0011384366900162313,-0.05970772874108987
2022-02-17,914874.501918316,-0.021784733551207802,-0.08512549808168401,437.6464538574219,-0.020980569185475972,-0.07943559579280568
2022-02-18,867699.2675433159,-0.05156470562474169,-0.13230073245668417,434.62646484375,-0.006900522069934856,-0.08578797078083389
2022-02-22,843317.1150171757,-0.028099773087480462,-0.15668288498282434,429.912109375,-0.010846913039326389,-0.09570434916128034
2022-02-23,823131.3395149708,-0.02393616249777375,-0.17686866048502925,422.0781555175781,-0.018222221906730618,-0.11218262518015476
2022-02-24,834781.6212406158,0.014153612147133066,-0.16521837875938417,428.7161254882813,0.01572687400171957,-0.09822003318982564
2022-02-25,838408.0840616226,0.0043442053930431435,-0.1615919159383774,438.15472412109375,0.022015963645086734,-0.07836647822466525
2022-02-28,841089.3370938301,0.0031980286010819814,-0.15891066290616984,437.2677001953125,-0.0020244536392036716,-0.08023228256183546
2022-03-01,864653.0464024544,0.028015703290262373,-0.13534695359754567,430.4902038574219,-0.015499650065310955,-0.09448836032349683
2022-03-02,851491.500096798,-0.015221765956203392,-0.14850849990320203,438.3441162109375,0.01824411399641712,-0.07796810274415611
2022-03-03,808768.927628994,-0.05017380967742746,-0.191231072371006,436.2411193847656,-0.004797593371048903,-0.08239163686232642
2022-03-04,753849.0477252007,-0.06790552656961957,-0.24615095227479933,432.5134887695313,-0.008544885957773585,-0.09023249567923719
2022-03-07,723973.0739321709,-0.039631241669911166,-0.2760269260678291,419.8056945800781,-0.029381266756803193,-0.11696261741035652
2022-03-08,702570.3827123642,-0.029562827666449798,-0.29742961728763584,416.6760864257813,-0.007454896859908744,-0.12354557002100608
2022-03-09,744923.5606222153,0.06028318151747469,-0.2550764393777847,427.8888549804688,0.02691003616470966,-0.09996014961355126
2022-03-10,656177.7803850174,-0.11913407620383332,-0.3438222196149826,425.9253540039063,-0.004588810747716554,-0.10409026215237782
2022-03-11,566016.8913016319,-0.13740314253018882,-0.4339831086983681,420.6130065917969,-0.01247248458484751,-0.11526448254709698
2022-03-14,496807.1995413304,-0.1222749582634266,-0.5031928004586697,417.4335632324219,-0.007559070474633778,-0.12195226067493514
2022-03-15,515870.736661911,0.03837210317841766,-0.48412926333808903,426.623046875,0.02201424238966032,-0.10262270491173986
2022-03-16,713797.6853487492,0.3836754725952882,-0.2862023146512508,436.0716552734375,0.022147440152725517,-0.08274809497435787
2022-03-17,680399.9205362797,-0.04678883876760109,-0.3196000794637204,441.49365234375,0.012433729651409431,-0.07134323276502885
2022-03-18,765904.6181349754,0.1256682945102381,-0.23409538186502454,446.2179870605469,0.010700798735648664,-0.0614058636043493
2022-03-21,737000.6838490963,-0.03773829482352775,-0.26299931615090366,446.1282653808594,-0.00020107140969050086,-0.06159458805048157
2022-03-22,805015.065322876,0.09228537091521316,-0.19498493467712408,451.5701904296875,0.012198117606788239,-0.05014780847267486
2022-03-23,825046.5302100182,0.024883341629274858,-0.17495346978998183,445.9089965820313,-0.012536686361580562,-0.06205580748771289
2022-03-24,808717.1039252281,-0.019792127700522966,-0.1912828960747719,452.3599853515625,0.014467052288648752,-0.0484865198108031
2022-03-25,761386.752322197,-0.05852522640278823,-0.238613247677803,454.6400146484375,0.0050402983701201,-0.04369060796745827
2022-03-28,771515.927959919,0.013303587968701125,-0.22848407204008103,457.8299865722656,0.007016478578760532,-0.03698068360359441
