Date,Value,Daily Return,Total Return,adjclose,IYW Daily Return,IYW Total Return
2022-01-27,740579.5007519722,-0.029216067570240756,-0.2594204992480278,98.34182739257812,-0.008665846621636608,-0.1431806543113171
2022-01-28,762139.0137209892,0.029111679363425402,-0.23786098627901076,102.00041198730467,0.037202731449371695,-0.11130463429303461
2022-01-31,813310.5622491837,0.06714201426109878,-0.18668943775081637,105.21916198730467,0.03155624509046695,-0.08326074552202334
2022-02-01,821821.2744035721,0.010464283324751467,-0.1781787255964279,105.79893493652344,0.0055101460443935935,-0.07820937834522113
2022-02-02,808737.0091562271,-0.01592105930433685,-0.19126299084377285,107.5582504272461,0.016628858237355493,-0.06288105277319989
2022-02-03,744299.8917984962,-0.079676231739363,-0.2557001082015038,102.77011108398438,-0.04451670907849592,-0.10459850431884177
2022-02-04,778536.6183427429,0.04599856445164652,-0.2214633816572571,103.75973510742188,0.00962949259273227,-0.09597624224865864
2022-02-07,769741.247673378,-0.011297311471472615,-0.23025875232662207,102.8200912475586,-0.009055958545870157,-0.10416304392333653
2022-02-08,781304.9915317154,0.015022897490929665,-0.2186950084682846,104.03961944580078,0.011860796692992004,-0.09353770391724237
2022-02-09,813272.7654274559,0.04091587055276458,-0.18672723457254414,106.63861083984376,0.024980785280523943,-0.07089356393390811
2022-02-10,793567.8825658417,-0.024229119305694824,-0.20643211743415835,104.09959411621094,-0.023809544250778636,-0.09301516473710703
2022-02-11,766623.4396823501,-0.03395354509102877,-0.23337656031764986,100.6009521484375,-0.0336086033521682,-0.12349765831188919
2022-02-14,765838.861996994,-0.0010234199017985501,-0.23416113800300598,100.6209487915039,0.00019877190662076494,-0.12332343427027437
2022-02-15,799873.8955753898,0.04444150756419751,-0.2001261044246102,103.3898696899414,0.027518334220590246,-0.09919875553116453
2022-02-16,772517.0377631187,-0.03420146346017694,-0.22748296223688125,103.12997436523438,-0.0025137407125711553,-0.1014631362933206
2022-02-17,715187.1185574532,-0.07421185087602555,-0.2848128814425468,99.43141174316406,-0.03586311976547063,-0.1336874714501236
2022-02-18,700798.9420056343,-0.02011805886666429,-0.2992010579943657,98.07193756103516,-0.013672481948063808,-0.14553211385810327
2022-02-22,689300.3504066467,-0.01640783241778232,-0.3106996495933533,97.1522979736328,-0.009377194029943747,-0.15354462501881172
2022-02-23,668347.734606266,-0.03039693188610726,-0.33165226539373394,94.76322174072266,-0.024591041928401336,-0.1743598446354947
2022-02-24,704596.9456682205,0.054237052338195646,-0.2954030543317795,98.71168518066406,0.041666623057040164,-0.13995820750116583
2022-02-25,715835.2057390213,0.015949913123938897,-0.28416479426097874,99.97119903564452,0.01275952135428815,-0.12898448588419664
2022-02-28,726249.109767437,0.014547907039113017,-0.27375089023256305,100.10115051269533,0.0012998891511191157,-0.12785226226694102
2022-03-01,714029.78916502,-0.016825246927090753,-0.28597021083498,98.42179870605467,-0.01677654850158461,-0.14248389108956705
2022-03-02,718512.4800058365,0.006278016560147259,-0.28148751999416355,100.40103149414062,0.020109699417271365,-0.12523949989391003
2022-03-03,698057.6984597206,-0.02846823418564659,-0.30194230154027946,98.80165100097656,-0.01592992093171275,-0.13917436549478557
2022-03-04,676610.345036602,-0.030724327617104752,-0.323389654963398,96.87240600585938,-0.019526444908275042,-0.1559832298225825
2022-03-07,646461.8280449867,-0.04455816735995133,-0.35353817195501325,92.9839096069336,-0.04014039249412871,-0.18986239424913087
2022-03-08,647062.379255867,0.0009289817044517701,-0.35293762074413304,92.71401977539062,-0.002902543382869771,-0.19221385379591704
2022-03-09,675123.8192106247,0.043367441616724456,-0.3248761807893753,96.78244018554688,0.04388139377423639,-0.15676707182896277
2022-03-10,663516.6918598175,-0.017192590485666126,-0.33648330814018257,95.1630630493164,-0.016732137907722433,-0.17087616147145324
2022-03-11,645160.3891964912,-0.02766517088194731,-0.3548396108035088,93.04389190673828,-0.022268841236015136,-0.1893397885966409
2022-03-14,623437.4906903267,-0.0336705397137278,-0.3765625093096734,90.74478149414062,-0.02470995532841802,-0.20937116620694374
2022-03-15,648703.4436136245,0.04052684238691051,-0.35129655638637547,93.6436538696289,0.03194533424134649,-0.1841142638505786
2022-03-16,686079.016844368,0.05761580826909363,-0.313920983155632,97.24225616455078,0.03842868305771008,-0.15276084948478597
2022-03-17,705741.3263474464,0.028658957671545693,-0.29425867365255354,98.32183837890624,0.011101986491640181,-0.14335481188057742
2022-03-18,734708.5187164306,0.04104505615237741,-0.2652914812835694,100.52098083496094,0.022366775197792732,-0.12419442153363947
2022-03-21,724903.514899826,-0.013345433688089492,-0.2750964851001739,100.33106231689452,-0.0018893420705696773,-0.12584911785867559
2022-03-22,742369.7629509926,0.02409458319922786,-0.25763023704900745,102.1103744506836,0.017734409391272354,-0.1103465682450393
2022-03-23,735401.5711589813,-0.009386416499928552,-0.2645984288410187,100.48099517822266,-0.015957039441157672,-0.12454280314451449
2022-03-24,751574.2305832863,0.021991603035083518,-0.2484257694167138,103.36000061035156,0.02865223843595932,-0.09945899479973463
2022-03-25,736789.9366503715,-0.01967110277509232,-0.2632100633496285,103.1500015258789,-0.002031724876476293,-0.10128864636228696
2022-03-28,751420.3764449119,0.01985700274498048,-0.24857962355508811,104.43000030517578,0.012409100924499095,-0.09013644647300334
2022-03-29,776616.6214738846,0.03353149025340518,-0.22338337852611545,106.4499969482422,0.019343068439752864,-0.072536893486294
