Date,Value,Daily Return,Total Return,adjclose,IYW Daily Return,IYW Total Return
2022-02-11,864570.1337768554,-0.02905321805290717,-0.13561544958611838,100.6009521484375,-0.0336086033521682,-0.12349765831188919
2022-02-14,870029.8390304565,0.00631493622125312,-0.13015691627961823,100.6209487915039,0.00019877190662076494,-0.12332343427027437
2022-02-15,905523.77598114,0.04079622946063233,-0.09467059824141755,103.3898696899414,0.027518334220590246,-0.09919875553116453
2022-02-16,869687.4394409179,-0.039575257426447075,-0.13049924237174482,103.12997436523438,-0.0025137407125711553,-0.1014631362933206
2022-02-17,845118.4114639282,-0.028250411426873123,-0.15506299651072097,99.43141174316406,-0.03586311976547063,-0.1336874714501236
2022-02-18,822075.734751892,-0.027265619112617823,-0.1781007270220163,98.07193756103516,-0.013672481948063808,-0.14553211385810327
2022-02-22,812276.39190979,-0.011920243388596763,-0.18789796639682455,97.1522979736328,-0.009377194029943747,-0.15354462501881172
2022-02-23,790829.0683242797,-0.02640397258756244,-0.2093406862303866,94.76322174072266,-0.024591041928401336,-0.1743598446354947
2022-02-24,825065.3464157104,0.04329162832111799,-0.17511175709004234,98.71168518066406,0.041666623057040164,-0.13995820750116583
2022-02-25,833290.2906295776,0.00996883974051066,-0.16688857839264148,99.97119903564452,0.01275952135428815,-0.12898448588419664
2022-02-28,834934.8048965454,0.001973519055076478,-0.16524441712709736,100.10115051269533,0.0012998891511191157,-0.12785226226694102
2022-03-01,820510.3150665283,-0.017276187009361066,-0.17966581068391785,98.42179870605467,-0.01677654850158461,-0.14248389108956705
2022-03-02,836194.971987915,0.01911573399307609,-0.16398452053552603,100.40103149414062,0.020109699417271365,-0.12523949989391003
2022-03-03,813482.89657135,-0.02716121978414998,-0.1866917207162121,98.80165100097656,-0.01592992093171275,-0.13917436549478557
2022-03-04,781777.7626907348,-0.03897455498357172,-0.2183900489657522,96.87240600585938,-0.019526444908275042,-0.1559832298225825
2022-03-07,744247.5272094726,-0.048006271439712034,-0.2559122284350823,92.9839096069336,-0.04014039249412871,-0.18986239424913087
2022-03-08,744045.0789520263,-0.0002720173733130604,-0.25611463323621786,92.71401977539062,-0.002902543382869771,-0.19221385379591704
2022-03-09,773604.2494537353,0.03972766078010026,-0.22656180772614587,96.78244018554688,0.04388139377423639,-0.15676707182896277
2022-03-10,756232.179347229,-0.022456016908869447,-0.2439301488498129,95.1630630493164,-0.016732137907722433,-0.17087616147145324
2022-03-11,737944.2156173706,-0.024183001238646473,-0.2622141869966812,93.04389190673828,-0.022268841236015136,-0.1893397885966409
2022-03-14,712962.6936828613,-0.03385285961434026,-0.2871903465497344,90.74478149414062,-0.02470995532841802,-0.20937116620694374
2022-03-15,736763.32600708,0.03338271768649603,-0.2633948231243951,93.6436538696289,0.03194533424134649,-0.1841142638505786
2022-03-16,776034.3490783691,0.053302087230807205,-0.22413222973190738,97.24225616455078,0.03842868305771008,-0.15276084948478597
2022-03-17,793531.210192871,0.022546503431557507,-0.20663912438712295,98.32183837890624,0.011101986491640181,-0.14335481188057742
2022-03-18,808306.7566864013,0.01861999415239013,-0.19186674952247618,100.52098083496094,0.022366775197792732,-0.12419442153363947
2022-03-21,794022.0352127075,-0.01767240141880433,-0.20614840472479812,100.33106231689452,-0.0018893420705696773,-0.12584911785867559
2022-03-22,813864.5700027465,0.024989904448588174,-0.18631012921251155,102.1103744506836,0.017734409391272354,-0.1103465682450393
2022-03-23,795835.0457489013,-0.02215297841726216,-0.20433578335841163,100.48099517822266,-0.015957039441157672,-0.12454280314451449
2022-03-24,809995.514956665,0.017793221451360308,-0.19017835375078462,103.36000061035156,0.02865223843595932,-0.09945899479973463
2022-03-25,800603.035571289,-0.011595717768731695,-0.19956881700370022,103.1500015258789,-0.002031724876476293,-0.10128864636228696
2022-03-28,809457.4461776733,0.01105967653503348,-0.19071630703120712,104.43000030517578,0.012409100924499095,-0.09013644647300334
2022-03-29,829941.0553237915,0.025305356375240562,-0.17023709477196092,106.4499969482422,0.019343068439752864,-0.072536893486294
