Date,Value,Daily Return,Total Return,adjclose,IWM Daily Return,IWM Total Return
2022-02-28,872989.4745510864,-0.025393330802954583,-0.12750381734066552,202.921142578125,0.0040494510949600215,-0.08599677399467753
2022-03-01,848745.7803181458,-0.02777088950059492,-0.15173381241898876,199.09864807128903,-0.018837339758050575,-0.10321416330289401
2022-03-02,883098.4927090454,0.040474678269413866,-0.11740051138982499,203.8393402099609,0.023810770111178492,-0.08186100190633849
2022-03-03,862826.7578839111,-0.022955236581762795,-0.1376607914578144,201.4240875244141,-0.011848805451680877,-0.09273985227235149
2022-03-04,830532.6520146179,-0.037428261901027216,-0.16993664920265583,198.2702789306641,-0.015657554329830292,-0.10694532732668693
2022-03-07,776711.8867520142,-0.06480270839689573,-0.2237270024753263,193.3399658203125,-0.024866627196685087,-0.12915258493831183
2022-03-08,782254.9748219299,0.0071366077492329705,-0.21818704658567145,194.40786743164065,0.005523439537175934,-0.1243425118951127
2022-03-09,817766.9260395813,0.04539690044890432,-0.18269516176985723,199.88710021972656,0.02818421322384279,-0.09966279453931004
2022-03-10,809601.977694397,-0.009984444326608943,-0.1908554964250342,199.52780151367188,-0.0017975082216897809,-0.10128115806841886
2022-03-11,793331.2517918396,-0.020097191398782743,-0.20711702838265345,196.34405517578125,-0.01595640464004444,-0.11562147956791136
2022-03-14,777115.6089772034,-0.020439939530947693,-0.22332350837763004,192.3319549560547,-0.020434029520958186,-0.133692896362122
2022-03-15,804099.8802632141,0.03472362538377771,-0.1963544848381481,195.3959197998047,0.015930607290141063,-0.11989209810140744
2022-03-16,853374.5432347107,0.061279281568064725,-0.1471076650336326,201.54383850097656,0.03146390522110587,-0.09220046649172364
2022-03-17,868691.2189892578,0.017948362622218994,-0.1317996441279451,204.70762634277344,0.015697765137987707,-0.07795004262233585
2022-03-18,881380.8804882813,0.014607792989766999,-0.11911715305572412,206.86338806152344,0.010530930172285125,-0.0682399989058331
2022-03-21,880848.1575382996,-0.0006044185456877127,-0.1196495749849954,205.03697204589844,-0.00882909263325904,-0.07646659426745905
2022-03-22,907991.8317822266,0.030815384026896542,-0.09252123855991645,207.09292602539065,0.010027235376027566,-0.06720610743055444
2022-03-23,891251.205176239,-0.018436979298733003,-0.10925240569862704,203.4999847412109,-0.01734941580640581,-0.08338953653441761
2022-03-24,899691.162043457,0.009469784521131785,-0.10081721791787657,205.83999633789065,0.011498829347115214,-0.07284958923724671
2022-03-25,879148.8824795532,-0.022832590149320153,-0.12134788985048306,206.1199951171875,0.001360273922844435,-0.07158841071093147
2022-03-28,896896.8473538208,0.020187666990158837,-0.10360995365058423,206.19000244140625,0.00033964353714899254,-0.07127308171481517
